     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     3.027     0.487
     3.000     3.000     4.000     3.000     4.000     3.000     3.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     3.000     4.000     4.000     4.000    -0.759     0.319
     2.000     0.000     1.000     1.000     2.000     2.000     1.000     1.000     0.000         *     3.000     1.000     0.000     1.000     1.000     2.000     1.000     2.000     2.000     3.000     2.000     2.000    -1.362     0.243
     2.000     3.000     1.000     2.000     3.000     1.000     1.000     1.000     2.000     1.000     2.000     1.000     1.000     2.000     2.000     3.000     1.000     2.000     3.000     4.000     3.000     3.000    -0.663     0.245
     2.000     2.000     1.000     1.000     2.000     2.000     1.000     0.000     1.000     1.000     3.000     2.000     1.000     1.000     2.000     1.000     0.000     1.000     2.000     2.000     0.000     0.000    -1.477     0.243
     4.000     3.000     2.000     4.000     4.000     4.000     4.000     2.000     3.000     2.000     4.000     4.000     2.000     2.000     3.000     2.000     2.000     3.000     4.000     4.000     2.000     4.000     0.833     0.266
     3.000     2.000     0.000     2.000     3.000     0.000     0.000     3.000     1.000     3.000     2.000     2.000     0.000     4.000     0.000     4.000     0.000     0.000     2.000     2.000     4.000     4.000    -0.889     0.294
     4.000     3.000     3.000     4.000     4.000     3.000     2.000     1.000     4.000     0.000     4.000     4.000     4.000     4.000     4.000     3.000     4.000     3.000     3.000     3.000     1.000     1.000     0.750     0.301
     3.000     0.000     1.000     1.000     2.000     1.000     1.000     4.000     0.000     3.000     1.000     1.000     1.000     1.000     0.000     3.000     0.000     2.000     2.000     2.000     3.000     2.000    -1.272     0.259
     2.000     1.000     1.000     1.000     3.000     2.000     1.000     1.000     1.000     1.000     2.000     1.000     0.000     1.000     1.000         *     1.000     2.000     3.000     3.000     2.000     2.000    -1.192     0.234
     2.000     1.000     1.000     1.000     3.000     1.000     2.000     2.000     3.000     2.000     3.000     2.000     2.000     2.000     2.000     2.000     1.000     0.000     0.000     1.000     1.000     2.000    -0.993     0.253
     3.000     1.000     3.000     4.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     4.000     2.000     2.000     2.000     2.000     2.000     4.000     4.000     4.000     2.000     2.000    -0.066     0.264
     3.000     1.000     3.000     4.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     4.000     2.000     2.000     2.000     2.000     2.000     4.000     4.000     4.000     2.000     2.000    -0.066     0.264
     2.000     0.000     0.000     2.000     3.000     1.000     1.000     1.000         *     1.000     2.000     2.000     1.000     1.000     2.000     3.000     1.000     1.000     3.000     2.000     2.000     2.000    -1.186     0.241
     2.000     0.000     1.000     1.000     4.000     1.000     1.000     2.000     0.000     2.000     3.000     2.000     1.000     2.000     3.000     3.000     1.000     2.000     3.000     2.000     3.000     2.000    -0.779     0.251
     3.000     2.000     1.000     1.000     2.000     2.000     2.000     2.000     2.000     3.000     1.000     2.000     1.000     2.000     2.000     3.000     2.000     2.000     2.000     3.000     3.000     2.000    -0.604     0.241
     2.000     0.000     0.000     2.000     4.000     2.000     3.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     3.000     4.000     4.000     3.000    -1.431     0.296
     4.000     3.000     4.000     4.000     4.000     3.000     3.000     0.000     4.000     4.000     3.000     4.000     0.000     1.000     3.000     1.000     3.000         *     3.000         *     1.000     1.000     0.342     0.312
     4.000         *     0.000     0.000     1.000     0.000     0.000         *     0.000     4.000     2.000     4.000     0.000     4.000     0.000     2.000     0.000     4.000     0.000     4.000     0.000     4.000    -1.325     0.364
     4.000     2.000     4.000     3.000     4.000     4.000     3.000     2.000     1.000     4.000     4.000     3.000     2.000     2.000     4.000     4.000     2.000     4.000     4.000         *     1.000     4.000     0.915     0.286
     2.000     1.000     1.000     2.000     3.000     2.000         *     1.000     2.000     2.000     3.000     2.000     1.000     1.000     2.000     3.000     1.000     3.000     3.000     4.000     3.000     3.000    -0.486     0.242
     2.000     1.000     1.000     1.000     4.000     2.000     3.000     4.000     1.000     3.000     1.000     1.000     0.000     1.000     1.000     4.000     0.000     4.000     4.000     4.000     3.000     1.000    -0.574     0.285
     1.000     0.000     0.000     0.000     2.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     4.000     4.000     2.000     3.000    -2.103     0.296
     3.000     2.000     2.000         *     3.000     3.000     3.000         *     3.000     2.000     3.000     3.000     2.000     3.000     2.000     2.000     2.000         *     3.000     2.000     2.000     3.000    -0.054     0.255
     2.000     2.000     3.000     2.000     4.000         *     2.000     1.000     1.000     1.000     3.000     2.000     3.000     0.000     3.000     0.000     0.000     2.000     2.000     2.000     2.000     2.000    -0.847     0.265
     3.000     2.000     2.000     2.000     3.000     3.000     2.000     2.000     2.000     2.000     3.000     2.000     2.000     2.000     3.000     3.000     2.000     2.000     2.000     3.000     3.000     2.000    -0.241     0.234
     3.000     0.000     0.000     2.000     3.000     4.000     3.000     4.000     4.000     4.000     4.000     4.000     3.000     4.000     4.000     4.000     4.000     2.000     2.000     4.000     4.000     2.000     0.850     0.311
     4.000         *     2.000     3.000     3.000     3.000     3.000     3.000     3.000     1.000     3.000         *     3.000     2.000     3.000     3.000     3.000     3.000     3.000     2.000     2.000     3.000     0.258     0.257
     3.000     1.000     3.000     1.000     4.000     2.000     2.000     3.000     1.000     1.000     3.000     2.000     2.000     1.000     2.000     3.000     1.000     2.000     4.000     4.000     3.000     4.000    -0.187     0.258
     4.000     4.000     4.000     2.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     0.000     4.000     4.000     4.000     4.000         *     4.000     4.000     4.000     4.000     2.249     0.404
     4.000     4.000     3.000     4.000     4.000     4.000     4.000     3.000     3.000     3.000     3.000     3.000     3.000     4.000     4.000     4.000     4.000     2.000     2.000     4.000     4.000     4.000     1.422     0.290
     3.000     2.000     0.000         *     3.000     4.000     4.000     4.000         *     3.000     3.000     4.000         *     0.000     4.000     0.000     4.000     3.000     3.000     4.000     0.000     0.000     0.149     0.325
     3.000     1.000     1.000     2.000     3.000     3.000     3.000     3.000     4.000     3.000     4.000     3.000     1.000     3.000     3.000     3.000     3.000     3.000     4.000     4.000     3.000     4.000     0.451     0.249
     3.000         *     2.000     1.000     4.000     3.000     3.000     3.000     2.000     4.000     3.000     3.000     1.000     2.000     4.000     2.000     2.000     4.000     4.000     4.000     3.000     3.000     0.408     0.257
     4.000     2.000     0.000     2.000     4.000     4.000     3.000     2.000     2.000     2.000     3.000     4.000     1.000     2.000     3.000     3.000     2.000     1.000     3.000     3.000     2.000     2.000    -0.085     0.249
     3.000     3.000     2.000     3.000     4.000     3.000     2.000     2.000     2.000     3.000     2.000     4.000     2.000     2.000     4.000     3.000     2.000     2.000     3.000     3.000     4.000     3.000     0.256     0.244
     3.000     3.000     2.000     2.000     3.000     3.000     3.000     2.000     2.000     2.000     2.000     3.000     1.000     2.000     4.000     2.000     2.000     2.000     4.000     3.000     3.000     3.000    -0.024     0.238
     3.000     3.000     2.000     3.000     4.000     3.000     3.000     2.000     2.000     2.000     3.000     3.000     1.000     2.000     2.000     3.000     2.000     3.000     3.000     3.000     3.000     3.000     0.110     0.232
     3.000     2.000     1.000     2.000     3.000     2.000     2.000     2.000     1.000     2.000     2.000     2.000     1.000     3.000     3.000     2.000     1.000     1.000     3.000     3.000     3.000     2.000    -0.582     0.235
     4.000     4.000     4.000     4.000     4.000     4.000     4.000     2.000     4.000     3.000     3.000     4.000     1.000     2.000     4.000     4.000     2.000     4.000     4.000     4.000     3.000     4.000     1.418     0.304
     3.000     4.000     2.000     3.000     4.000     2.000     3.000     1.000     2.000     1.000     3.000     2.000     2.000     0.000     4.000     2.000     2.000     2.000     2.000     4.000     2.000     3.000    -0.153     0.259
     4.000     3.000     3.000     3.000     4.000     3.000     4.000     4.000     3.000     4.000     4.000     4.000     2.000     3.000     4.000     4.000     3.000     3.000     4.000     4.000     3.000     4.000     1.373     0.270
     4.000     1.000     0.000     3.000     4.000     4.000     4.000     1.000     2.000     1.000     1.000     1.000     1.000     1.000     2.000     4.000     1.000     2.000     4.000     4.000     4.000     4.000    -0.097     0.285
     4.000     3.000     1.000     4.000     4.000     4.000     4.000     2.000     4.000     4.000     4.000     4.000     1.000     2.000     4.000     3.000     2.000     3.000     3.000     4.000     4.000     3.000     0.985     0.278
     3.000     3.000     0.000     4.000     4.000     3.000     2.000     2.000     1.000     3.000     2.000     2.000     0.000     2.000     3.000     4.000     2.000     2.000     4.000     4.000     3.000     3.000     0.035     0.258
     3.000     3.000     3.000     3.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     1.000     2.000     3.000     2.000     2.000     1.000     3.000     3.000     3.000     2.000    -0.255     0.241
     3.000     1.000     0.000     0.000     3.000     4.000     2.000     3.000     3.000     4.000     3.000     4.000     0.000     3.000     3.000     4.000     2.000     2.000     3.000     4.000     4.000     3.000     0.183     0.271
     3.000     2.000     3.000     2.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     3.000     3.000     4.000     4.000     4.000    -0.019     0.246
     2.000     1.000     1.000     1.000     2.000     2.000     1.000     1.000     2.000     1.000     2.000     1.000     0.000     0.000     1.000     1.000     3.000     2.000     2.000     3.000     1.000     2.000    -1.339     0.237
     2.000     1.000     0.000     3.000     4.000     3.000     4.000     4.000     2.000     3.000     0.000         *     0.000     0.000     1.000     4.000     2.000     4.000     3.000     4.000     4.000     4.000     0.084     0.305
     4.000     3.000     3.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     3.000     4.000     4.000     4.000     4.000     3.000     4.000     4.000     4.000     4.000     2.162     0.342
     3.000     2.000     2.000     2.000     4.000     2.000     4.000     4.000     3.000     4.000     3.000     4.000     3.000     1.000     4.000     4.000     4.000     2.000     2.000     1.000     2.000     1.000     0.343     0.291
     3.000     2.000     2.000     2.000     4.000     1.000     3.000     2.000     3.000     2.000     4.000     4.000     2.000     2.000     4.000     2.000     2.000     1.000     4.000     2.000     2.000     4.000     0.148     0.264
     4.000     3.000     1.000     1.000     4.000     3.000     3.000     2.000     1.000     3.000     2.000     1.000     1.000     0.000     1.000         *     0.000     3.000     3.000     3.000     1.000     0.000    -0.654     0.275
     3.000     2.000     1.000     3.000     4.000     3.000     2.000     2.000     1.000         *     2.000     4.000     1.000     0.000     2.000     2.000     1.000     2.000     3.000     3.000     2.000     3.000    -0.460     0.245
     3.000     2.000     3.000     3.000     4.000     3.000     3.000     0.000     2.000     1.000     1.000     1.000     1.000     0.000     1.000     3.000     0.000     3.000     4.000     4.000     4.000     3.000    -0.253     0.274
     3.000     2.000     2.000     4.000     3.000     4.000     3.000     4.000     3.000     4.000     4.000     4.000     2.000     4.000     3.000     4.000     3.000     2.000     3.000     4.000     4.000     3.000     0.931     0.266
     3.000     2.000     2.000     2.000     4.000     4.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.000     2.000     1.000     2.000     3.000     3.000     3.000     1.000     3.000    -0.285     0.243
     3.000     1.000     2.000     1.000     4.000     4.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     3.000     2.000     2.000     3.000     3.000     3.000     3.000    -0.207     0.241
     3.000     2.000     1.000     2.000     4.000     3.000     1.000     2.000     3.000     2.000     3.000     2.000     2.000     1.000     2.000     1.000     1.000     2.000     2.000     2.000     2.000     2.000    -0.607     0.243
     4.000     4.000     3.000     4.000     4.000     4.000     4.000     3.000         *     4.000     4.000     4.000     3.000     4.000     4.000     4.000     3.000     3.000     3.000     4.000     4.000     4.000     1.828     0.314
     3.000     3.000     2.000     4.000     4.000     4.000     2.000     2.000     2.000     3.000     3.000     4.000     2.000     2.000     3.000     3.000     2.000     3.000     4.000     3.000     3.000     4.000     0.538     0.246
     3.000     2.000     0.000     1.000     2.000     3.000     2.000     2.000     1.000     2.000     2.000     4.000     0.000     2.000     2.000     3.000     2.000     2.000     3.000     4.000     3.000     3.000    -0.449     0.249
     2.000     1.000     1.000     2.000     3.000     2.000     2.000     3.000     2.000     2.000     2.000     3.000     1.000     2.000     2.000     2.000     2.000     1.000     3.000     3.000     3.000     3.000    -0.514     0.237
     3.000     1.000     1.000     1.000     3.000         *     3.000     2.000     3.000     2.000     2.000     4.000     2.000     1.000     3.000     2.000     1.000     1.000     2.000     1.000     1.000     1.000    -0.755     0.261
     2.000     2.000     3.000     1.000     3.000     1.000     2.000     1.000     3.000     1.000     1.000     0.000     1.000     0.000     1.000     2.000     1.000     2.000     3.000     2.000     1.000     3.000    -1.102     0.250
     2.000     2.000     1.000     3.000     4.000     2.000     2.000     2.000     2.000     2.000         *     3.000         *     2.000     2.000     3.000     2.000     2.000     3.000     3.000     3.000     2.000    -0.296     0.247
     3.000     2.000     1.000     2.000     3.000     2.000         *     0.000     1.000     0.000     2.000     2.000     0.000     0.000     1.000     2.000     0.000     3.000     3.000     3.000     3.000     4.000    -0.922     0.260
     2.000     0.000     1.000     2.000     3.000     2.000     0.000     3.000     2.000     1.000     3.000     3.000     2.000     1.000     3.000     2.000     1.000     2.000     2.000     3.000     3.000     1.000    -0.739     0.250
     4.000     3.000     2.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     2.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     2.135     0.359
     4.000     2.000     3.000     3.000     3.000     4.000     4.000     2.000     2.000     2.000     2.000     2.000     2.000     4.000     3.000     4.000     2.000     3.000     3.000     4.000     4.000     4.000     0.597     0.262
     4.000     3.000     2.000     4.000     3.000     4.000     4.000     4.000     4.000     3.000     4.000     4.000     1.000     4.000     4.000     4.000     3.000     2.000     3.000     4.000     4.000     4.000     1.343     0.291
     3.000     3.000     3.000     1.000     3.000     2.000     3.000     2.000     1.000     2.000     2.000     2.000     1.000     3.000     2.000     2.000     2.000     3.000     2.000     4.000     1.000     1.000    -0.436     0.255
     3.000     0.000     1.000     0.000     2.000     4.000     2.000     2.000     2.000     1.000     2.000     4.000     0.000     3.000     3.000     1.000     3.000     1.000     1.000     3.000     2.000     2.000    -0.809     0.271
     3.000     0.000     2.000     3.000     4.000     3.000     3.000     4.000     0.000     0.000     2.000     2.000     0.000     4.000     2.000     2.000     0.000     2.000     4.000     3.000     2.000     3.000    -0.443     0.270
     4.000     0.000     2.000     2.000     3.000     3.000     2.000     1.000     1.000     0.000     2.000     2.000     0.000     1.000     2.000     3.000     1.000     3.000     3.000     4.000     4.000     4.000    -0.478     0.260
     3.000     2.000     2.000     2.000     4.000     2.000     2.000     1.000     2.000     1.000     1.000     2.000     1.000     1.000     2.000     2.000     1.000     3.000     3.000     4.000     3.000     3.000    -0.464     0.241
     4.000     1.000     1.000     3.000     4.000     4.000     3.000     2.000     3.000     4.000     4.000     4.000     3.000     3.000     4.000     4.000     3.000     2.000     3.000     2.000     4.000     3.000     0.798     0.272
     3.000     3.000     2.000     2.000     3.000     3.000     2.000     2.000     3.000     3.000     3.000     3.000     1.000     3.000     4.000     4.000     2.000     2.000     3.000     4.000     3.000     4.000     0.312     0.245
     2.000     1.000     0.000     0.000     3.000     0.000     1.000     1.000     1.000     1.000     2.000     2.000     1.000     1.000     1.000     2.000     1.000     1.000     2.000     2.000     0.000     0.000    -1.598     0.241
     3.000     1.000     3.000     3.000     4.000     3.000     3.000     2.000     1.000     2.000     2.000     4.000     1.000     2.000     2.000     3.000     2.000     2.000     3.000     4.000     4.000     4.000     0.114     0.252
     2.000     2.000     3.000     3.000     2.000     2.000     1.000     1.000     2.000     2.000     4.000     1.000     1.000     1.000     2.000     2.000     1.000     1.000     3.000     1.000     0.000     0.000    -1.028     0.260
     0.000     0.000     0.000     1.000     3.000     0.000     0.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000     1.000     2.000     0.000     1.000     2.000    -2.387     0.290
     2.000     2.000     2.000     1.000     3.000     1.000     2.000     4.000     1.000     2.000     3.000     1.000     0.000     1.000     0.000     2.000     0.000     2.000     2.000     2.000     2.000     2.000    -1.080     0.251
     3.000     3.000     3.000     2.000     3.000     3.000     2.000     3.000     1.000     3.000     3.000     3.000     1.000     3.000     3.000     3.000     2.000     2.000     4.000     4.000     4.000     4.000     0.335     0.248
     4.000     3.000     1.000     1.000     4.000     4.000     4.000     2.000     2.000     2.000     3.000     3.000     2.000     2.000     3.000     2.000     2.000     2.000     3.000     3.000     3.000     3.000     0.135     0.247
     2.000     2.000     2.000     0.000     4.000     1.000     1.000     2.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     0.000     3.000     1.000     2.000     1.000    -0.876     0.258
     3.000     1.000     2.000     1.000     3.000     2.000     2.000     3.000     1.000     2.000     2.000     2.000     2.000     2.000     3.000     4.000     2.000     2.000     3.000     4.000     2.000     2.000    -0.329     0.246
     4.000     2.000     2.000     3.000     4.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     3.000     3.000     2.000     3.000     3.000     4.000     4.000     3.000     4.000     0.667     0.240
     2.000     4.000     4.000         *     4.000     3.000     2.000     1.000     2.000     1.000     2.000     2.000     1.000     1.000     2.000     2.000     1.000     4.000     4.000     4.000     4.000     4.000    -0.029     0.285
     1.000     4.000     1.000     2.000     4.000     2.000     2.000     0.000     0.000     0.000     1.000     2.000     0.000     0.000     1.000     2.000     0.000     3.000     4.000     4.000     2.000     4.000    -0.974     0.282
     2.000     1.000     1.000     2.000     3.000     2.000     2.000     3.000     1.000     2.000     1.000     2.000     1.000     2.000     3.000     2.000     2.000     3.000     3.000     3.000     3.000     2.000    -0.546     0.239
     3.000     2.000     2.000     1.000     4.000     1.000     2.000     2.000         *     2.000     2.000     2.000     1.000     3.000     2.000     3.000     2.000     2.000     3.000     2.000     2.000     1.000    -0.522     0.251
     2.000     1.000     0.000     1.000     2.000     3.000     1.000     2.000     1.000     1.000     1.000     2.000     1.000     0.000     1.000     3.000     1.000     4.000     3.000     3.000     1.000     3.000    -1.066     0.247
     2.000     2.000     2.000     1.000     3.000     1.000     3.000     1.000     1.000     1.000     1.000     2.000     1.000     1.000     2.000     2.000     1.000     3.000     3.000     3.000     1.000     3.000    -0.841     0.240
     2.000     2.000     2.000     4.000     3.000     2.000     2.000     3.000     1.000     3.000     2.000     4.000     1.000     3.000     2.000     3.000     2.000     3.000     4.000     4.000     4.000     3.000     0.173     0.256
     3.000     2.000     2.000     2.000     3.000     3.000     3.000     2.000     2.000     2.000     3.000     2.000     1.000     2.000     2.000     4.000     1.000     3.000     3.000     3.000     3.000     3.000    -0.129     0.234
     4.000     3.000     3.000     2.000     4.000     4.000     4.000     2.000     3.000     2.000     1.000     3.000     2.000     1.000     4.000     2.000     3.000     3.000     4.000     4.000     2.000     4.000     0.620     0.271
     3.000     1.000     1.000     3.000     4.000     2.000     2.000     2.000     2.000     1.000     3.000     2.000     2.000     1.000     3.000     3.000     2.000     3.000     3.000     3.000     3.000     3.000    -0.193     0.239
     3.000     1.000     1.000     3.000     3.000     1.000     1.000     2.000     0.000     3.000     2.000     3.000     0.000     1.000     3.000     2.000     1.000     3.000     4.000     4.000     4.000     3.000    -0.410     0.259
     3.000     3.000     2.000     3.000     4.000     3.000         *     2.000     3.000     3.000     4.000     3.000     2.000     2.000     2.000     3.000     2.000     2.000     4.000     4.000         *     4.000     0.487     0.258
     3.000     1.000     1.000     3.000     4.000     4.000     3.000     2.000     2.000     2.000     2.000     3.000     2.000     2.000     3.000     4.000     2.000     3.000     0.000     4.000     4.000     4.000     0.253     0.254
     3.000     2.000     1.000     3.000     4.000     3.000     2.000     2.000     1.000     2.000     3.000     3.000     1.000     2.000     3.000     3.000     2.000     2.000     4.000     3.000     3.000     4.000     0.004     0.238
     3.000     1.000     2.000     3.000     4.000     2.000         *     2.000     2.000     2.000     4.000     2.000     2.000     2.000     3.000     3.000     2.000     0.000     1.000     2.000     0.000     0.000    -0.460     0.273
     4.000     2.000     0.000     2.000     4.000     4.000     4.000     4.000     0.000         *     2.000     2.000     1.000     0.000     2.000     2.000     2.000     4.000     4.000     4.000     4.000     4.000     0.226     0.300
     3.000     1.000     1.000     3.000     3.000     3.000     2.000     2.000     0.000     2.000     2.000     2.000     1.000     1.000     2.000     2.000     1.000     2.000     2.000     4.000     2.000     4.000    -0.623     0.240
     4.000     1.000     2.000     3.000     4.000     4.000     3.000     3.000     2.000     3.000     3.000     4.000     3.000     3.000     3.000     4.000     2.000     3.000     3.000     4.000     3.000     3.000     0.674     0.247
     4.000     1.000     3.000     3.000     4.000     3.000     3.000     2.000     2.000     2.000     3.000     3.000     2.000     2.000     3.000     3.000     2.000     3.000     4.000     4.000     4.000     3.000     0.446     0.244
     3.000     3.000     3.000     3.000     4.000     2.000     2.000     2.000     2.000     2.000     3.000     4.000     2.000     2.000     3.000     3.000     2.000     2.000     2.000     3.000     3.000     4.000     0.155     0.246
     4.000     0.000     3.000     1.000     3.000     4.000     3.000     1.000     4.000     4.000     3.000     4.000     4.000     4.000     3.000     2.000     3.000     3.000     2.000     4.000     2.000     3.000     0.500     0.290
     1.000     1.000     3.000     1.000     3.000     0.000     2.000     2.000     2.000     2.000     3.000     2.000     1.000     0.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.590     0.287
     3.000     2.000     2.000     4.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     3.000     3.000     4.000     3.000     3.000    -0.066     0.239
     4.000     4.000     4.000     4.000     3.000     4.000     3.000     0.000     3.000     0.000     4.000     0.000     3.000     0.000     4.000     1.000     3.000     3.000     3.000     0.000     0.000     0.000     0.091     0.346
     4.000     2.000     1.000     3.000     3.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     3.000     4.000     4.000     4.000     3.000     4.000     3.000     4.000     3.000     4.000     1.421     0.296
     2.000     1.000     1.000     3.000     2.000     2.000     1.000     3.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     2.000     2.000     3.000     2.000     3.000     2.000     3.000    -0.936     0.243
     3.000     3.000     1.000     3.000     4.000     3.000     4.000     4.000     4.000     4.000     4.000     2.000     3.000     4.000     4.000     4.000     4.000     4.000     4.000     0.000     0.000     1.000     1.058     0.306
     3.000     3.000     1.000     3.000     3.000     2.000     1.000     2.000     3.000     2.000     2.000     3.000     1.000     2.000     3.000     1.000     1.000     2.000     3.000     1.000     1.000     2.000    -0.575     0.249
     4.000     4.000     0.000     2.000     4.000     4.000     4.000     2.000     1.000     0.000     1.000     3.000     0.000     0.000     0.000     2.000     0.000     4.000     4.000     2.000     2.000     4.000    -0.465     0.306
     4.000     3.000     2.000     4.000     4.000     4.000     3.000     2.000     4.000     1.000     4.000     3.000     1.000     3.000     4.000     2.000     2.000     4.000     4.000     4.000     4.000     4.000     1.006     0.280
     1.000     1.000     0.000     0.000     4.000     4.000     0.000     4.000     2.000     0.000     4.000     0.000     0.000     4.000     0.000     0.000     0.000     4.000     0.000     4.000     4.000     2.000    -1.102     0.349
     3.000     1.000     1.000     1.000     3.000     3.000     3.000     1.000     1.000     0.000     3.000     1.000     0.000     1.000     1.000     1.000     1.000     2.000         *     3.000     1.000     3.000    -1.044     0.249
     4.000     3.000     2.000     2.000     3.000     3.000     3.000     3.000     3.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     3.000     3.000     3.000     3.000     0.348     0.239
     2.000     3.000     2.000     2.000     4.000     2.000     2.000     2.000     2.000     2.000     2.000     4.000     1.000     2.000     3.000     4.000     2.000     2.000     2.000     3.000     1.000     2.000    -0.303     0.249
     4.000     2.000     4.000     1.000     4.000     4.000     4.000     2.000     2.000     2.000     2.000     3.000     2.000     2.000     3.000     4.000     2.000     3.000     4.000     4.000     3.000     3.000     0.511     0.259
     4.000         *     2.000     3.000     4.000         *         *     1.000     0.000     3.000     1.000     1.000     4.000     3.000     3.000     3.000     3.000         *     3.000     3.000     2.000     4.000     0.145     0.301
     2.000     0.000     2.000     2.000     2.000     1.000     1.000         *     0.000         *     0.000     1.000     1.000     0.000     1.000     2.000     0.000     1.000     2.000     2.000     2.000     1.000    -1.712     0.256
     2.000     1.000     2.000     2.000     2.000     1.000     2.000     2.000     1.000     2.000     1.000     2.000     1.000     1.000     1.000     1.000     1.000     2.000     2.000     2.000     1.000     1.000    -1.210     0.235
     3.000     1.000     1.000     2.000     3.000     2.000     2.000     1.000     1.000     1.000     2.000     1.000     1.000     1.000     1.000     1.000     1.000     2.000     3.000     3.000     3.000     2.000    -0.958     0.231
     3.000         *     2.000     2.000     3.000     1.000     2.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     2.000     1.000     3.000     3.000     3.000     3.000     3.000    -0.816     0.247
     2.000     3.000     1.000     3.000     4.000     2.000     3.000     2.000     2.000     3.000     3.000     3.000     2.000     2.000     4.000     4.000     2.000     2.000     3.000     3.000     3.000     2.000     0.116     0.247
     4.000     1.000     4.000     4.000     4.000     1.000     3.000     3.000     4.000     4.000     4.000     2.000     4.000     2.000     3.000     4.000     2.000     4.000     4.000     4.000     4.000     4.000     1.284     0.307
     3.000     2.000     2.000     3.000     4.000     2.000     2.000     2.000     1.000     1.000     2.000     1.000     1.000     2.000     2.000     3.000     1.000     4.000     4.000     4.000     3.000     4.000    -0.129     0.254
     3.000     1.000     1.000     1.000         *     4.000     2.000     2.000     1.000     3.000     3.000     4.000     1.000     3.000     4.000     3.000     1.000     2.000     3.000     1.000         *     4.000    -0.145     0.274
